Amilcar Cabral International Airport,아밀카르 카브럴 국제공항,SID,GVAC,아프리카,Atlantic/Cape_Verde,Cabo Verde,카보베르데,Ilha Do Sal,16.7414,-22.9494
Rabil Airport,레이빌 공항,BVC,GVBA,아프리카,Atlantic/Cape_Verde,Cabo Verde,카보베르데,Boa Vista,16.1364994,-22.88890076
Vila do Maio Airport,빌라 도마이오 공항,MMO,GVMA,아프리카,Atlantic/Cape_Verde,Cabo Verde,카보베르데,Maio,15.1559,-23.21369934
Preguica Airport,프레기가 공항,SNE,GVSN,아프리카,Atlantic/Cape_Verde,Cabo Verde,카보베르데,Sao Nicolau,16.58839989,-24.28470039
Sao Pedro Airport,산페드로 공항,VXE,GVSV,아프리카,Atlantic/Cape_Verde,Cabo Verde,카보베르데,Sao Vicente,16.83320045,-25.05529976
Bole Airport,보울 공항,ADD,HAAB,아프리카,Africa/Addis_Ababa,Ethiopia,이디오피아,Addis Ababa,8.977890015,38.79930115
Bujumbura International Airport,부줌부라 국제공항,BJM,HBBA,아프리카,Africa/Bujumbura,Burundi,부룬디,Bujumbura,-3.324019909,29.31850052
El Nohza Airport,엘 노흐자 공항,ALY,HEAX,아프리카,Africa/Cairo,Egypt,이집트,Alexandria,31.18390083,29.94890022
Abu Simbel Airport,아부심벨 공항,ABS,HEBL,아프리카,Africa/Cairo,Egypt,이집트,AbuSimbel,22.37599945,31.61170006
Cairo International Airport,카이로 국제공항,CAI,HECA,아프리카,Africa/Cairo,Egypt,이집트,Cairo,30.12190056,31.40559959
Hurghada International Airport,허가다 국제공항,HRG,HEGN,아프리카,Africa/Cairo,Egypt,이집트,Hurghada,27.17830086,33.79940033
Luxor Airport,룩소르 공항,LXR,HELX,아프리카,Africa/Cairo,Egypt,이집트,Luxor,25.671,32.7066
Mersa Matruh Airport,메르사마트루 공항,MUH,HEMM,아프리카,Africa/Cairo,Egypt,이집트,Mersa Matruh,31.3253994,27.22170067
Port Said Airport,포트사이드 공항,PSD,HEPS,아프리카,Africa/Cairo,Egypt,이집트,Port Said,31.27939987,32.24000168
Mount Sinai Airport,마운트 시나이 공항,SKV,HESC,아프리카,Africa/Cairo,Egypt,이집트,St. Catherine,28.68530083,34.0625
Aswan International Airport,아스완국제공항,ASW,HESN,아프리카,Africa/Cairo,Egypt,이집트,Aswan,23.96439934,32.81999969
Eldoret Airport,엘도렛 공항,EDL,HKEL,아프리카,Africa/Nairobi,Kenya,케냐,Eldoret,0.4044579864,35.23889923
Moi International Airport,모이 국제공항,MBA,HKMO,아프리카,Africa/Nairobi,Kenya,케냐,Mombasa,-4.034830093,39.59420013
Wilson Airport,윌슨 공항,WIL,HKNW,아프리카,Africa/Nairobi,Kenya,케냐,Nairobi,-1.321720004,36.81480026
Kigali International Airport,키갈리 국제공항,KGL,HRYR,아프리카,Africa/Kigali,Rwanda,르완다,Kigali,-1.96863,30.1395
Khartoum Civil Airport,하르툼 시빌 공항,KRT,HSSS,아프리카,Africa/Khartoum,Sudan,수단,Khartoum,15.58950043,32.55319977
Arusha Airport,아루샤 공항,ARK,HTAR,아프리카,Africa/Dar_es_Salaam,Tanzania,탄자니아,Arusha,-3.367789984,36.63330078
Dar Es Salaam International Airport,다르에스살람 국제공항,DAR,HTDA,아프리카,Africa/Dar_es_Salaam,Tanzania,탄자니아,Dar Es Salaam,-6.87811,39.202599
Kilimanjaro International Airport,킬리만자로 국제공항,JRO,HTKJ,아프리카,Africa/Dar_es_Salaam,Tanzania,탄자니아,Kilimanjaro,-3.429409981,37.07450104
Lake Manyara Airport,레이크마냐라 공항,LKY,HTLM,아프리카,Africa/Dar_es_Salaam,Tanzania,탄자니아,Manyara,-3.37631011,35.81829834
Mtwara Airport,므타라 공항,MYW,HTMT,아프리카,Africa/Dar_es_Salaam,Tanzania,탄자니아,Mtwara,-10.33909988,40.18180084
Mwanza Airport,므완자 공항,MWZ,HTMW,아프리카,Africa/Dar_es_Salaam,Tanzania,탄자니아,Mwanza,-2.444489956,32.93270111
Tanga Airport,탕가 공항,TGT,HTTG,아프리카,Africa/Dar_es_Salaam,Tanzania,탄자니아,Tanga,-5.09236002,39.07120132
Kisauni Airport,키자우니 공항,ZNZ,HTZA,아프리카,Africa/Dar_es_Salaam,Tanzania,탄자니아,Zanzibar,-6.22202,39.224899
Entebbe International Airport,엔테베 / 캄팔라 국제공항,EBB,HUEN,아프리카,Africa/Kampala,Uganda,우간다,Entebbe,0.042386,32.443501
Tirana Rinas Airport,티라나 리냐스 공항,TIA,LATI,유럽,Europe/Tirane,Albania,알바니아,Tirana,41.41469955,19.72060013
Burgas International Airport,부르가스 국제공항,BOJ,LBBG,유럽,Europe/Sofia,Bulgaria,불가리아,Bourgas,42.56959915,27.51519966
Krumovo International Airport,쿠루모포 국제공항,PDV,LBPD,유럽,Europe/Sofia,Bulgaria,불가리아,Plovdiv,42.067799,24.8508
Sofia Airport,소피아 공항,SOF,LBSF,유럽,Europe/Sofia,Bulgaria,불가리아,Sofia,42.69669342,23.41143608
Varna International Airport,바르나 국제공항,VAR,LBWN,유럽,Europe/Sofia,Bulgaria,불가리아,Varna,43.232101,27.8251
Larnaca International Airport,라르나카 /라나카 국제공항,LCA,LCLK,유럽,Asia/Nicosia,Cyprus,키프러스,Larnaca,34.87509918,33.62490082
Paphos International Airport,파포스 국제공항,PFO,LCPH,유럽,Asia/Nicosia,Cyprus,키프러스,Paphos,34.7179985,32.4856987
Dubrovnik Airport,두브로브니크 공항,DBV,LDDU,유럽,Europe/Zagreb,Croatia,크로아티아,Dubrovnik,42.56140137,18.26819992
Osijek Airport,오시예크 공항,OSI,LDOS,유럽,Europe/Zagreb,Croatia,크로아티아,Osijek,45.46269989,18.81019974
Pula Airport,풀라 공항,PUY,LDPL,유럽,Europe/Zagreb,Croatia,크로아티아,Pula,44.89350128,13.9222002
Rijeka Airport,리예카 공항,RJK,LDRI,유럽,Europe/Zagreb,Croatia,크로아티아,Rijeka,45.21689987,14.5703001
Split Airport,스플리트 공항,SPU,LDSP,유럽,Europe/Zagreb,Croatia,크로아티아,Split,43.53889847,16.29800034
Pleso Airport,플레소 공항,ZAG,LDZA,유럽,Europe/Zagreb,Croatia,크로아티아,Zagreb,45.74290085,16.06879997
Zadar Airport,자다르 공항,ZAD,LDZD,유럽,Europe/Zagreb,Croatia,크로아티아,Zadar,44.108299,15.3467
Albacete Airport,알바세테 공항,ABC,LEAB,유럽,Europe/Madrid,Spain,스페인,Albacete,38.94850159,-1.863520026
Alicante Airport,알리칸테 공항,ALC,LEAL,유럽,Europe/Madrid,Spain,스페인,Alicante,38.28219986,-0.5581560135
Almeria International Airport,알메리아 국제공항,LEI,LEAM,유럽,Europe/Madrid,Spain,스페인,Almerta,36.84389877,-2.370100021
Asturias Airport,아스투리아스 공항,OVD,LEAS,유럽,Europe/Madrid,Spain,스페인,Asturias,43.56359863,-6.034619808
Cordoba Airport,코르도바 공항,ODB,LEBA,유럽,Europe/Madrid,Spain,스페인,Cordoba,37.84199905,-4.848879814
Bilbao Airport,빌바오 공항,BIO,LEBB,유럽,Europe/Madrid,Spain,스페인,Bilbao,43.30110168,-2.910609961
Barcelona International Airport,바르셀로나 국제공항,BCN,LEBL,유럽,Europe/Madrid,Spain,스페인,Barcelona,41.2971,2.07846
Badajoz Airport,바다호스 공항,BJZ,LEBZ,유럽,Europe/Madrid,Spain,스페인,Badajoz,38.8913002,-6.82133007
A Coruna Airport,아코루냐 공항,LCG,LECO,유럽,Europe/Madrid,Spain,스페인,A Coruna,43.302101,-8.37726
Gerona Costa Brava Airport,지로나 코스타 브라바 공항,GRO,LEGE,유럽,Europe/Madrid,Spain,스페인,Girona,41.90100098,2.760550022
Granada Airport,그라나다 공항,GRX,LEGR,유럽,Europe/Madrid,Spain,스페인,Granada,37.18870163,-3.777359962
Ibiza Airport,이비사 공항,IBZ,LEIB,유럽,Europe/Madrid,Spain,스페인,Ibiza,38.8728981,1.37311995
La Parra Airport,라 파라 공항,XRY,LEJR,유럽,Europe/Madrid,Spain,스페인,Jerez,36.74459839,-6.060110092
San Javier Airport,산자비에 공항,MJV,LELC,유럽,Europe/Madrid,Spain,스페인,Murcia,37.77500153,-0.8123890162
Madrid Barajas Airport,마드리드 바라쟈스 공항,MAD,LEMD,유럽,Europe/Madrid,Spain,스페인,Madrid,40.471926,-3.56264
Malaga Airport,말라가 공항,AGP,LEMG,유럽,Europe/Madrid,Spain,스페인,Malaga,36.67490005,-4.499110222
Menorca Airport,메노르카 공항,MAH,LEMH,유럽,Europe/Madrid,Spain,스페인,Menorca,39.86259842,4.218649864
Pamplona Airport,팜플로나 공항,PNA,LEPP,유럽,Europe/Madrid,Spain,스페인,Pamplona,42.77000046,-1.646329999
Reus Airport,레우스 공항,REU,LERS,유럽,Europe/Madrid,Spain,스페인,Reus,41.1473999,1.167170048
Matacan Airport,마타칸 공항,SLM,LESA,유럽,Europe/Madrid,Spain,스페인,Salamanca,40.95209885,-5.501989841
San Sebastian Airport,산세바스티안 공항,EAS,LESO,유럽,Europe/Madrid,Spain,스페인,San Sebastian,43.35649872,-1.790609956
Santiago de Compostela Airport - Lavacolla,산티아고 공항,SCQ,LEST,유럽,Europe/Madrid,Spain,스페인,Santiago de Compostela,42.89630127,-8.415140152
Torrejon Airport,토레존 공군기지,TOJ,LETO,유럽,Europe/Madrid,Spain,스페인,Madrid,40.49670029,-3.445869923
Valencia Airport,발렌시아 공항,VLC,LEVC,유럽,Europe/Madrid,Spain,스페인,Valencia,39.4893,-0.481625
Valladolid Airport,바야돌리드 공항,VLL,LEVD,유럽,Europe/Madrid,Spain,스페인,Valladolid,41.70610046,-4.851940155
Vitoria Airport,비토리아 공항,VIT,LEVT,유럽,Europe/Madrid,Spain,스페인,Vitoria,42.88280106,-2.7244699
Vigo-Peinador International Airport,비고 피내이더 국제공항,VGO,LEVX,유럽,Europe/Madrid,Spain,스페인,Vigo,42.23180008,-8.62677002
Santander Airport,산탄데 공항,SDR,LEXJ,유럽,Europe/Madrid,Spain,스페인,Santander,43.42710114,-3.820009947
Zaragoza Airport,사라고사 공항,ZAZ,LEZG,유럽,Europe/Madrid,Spain,스페인,Zaragoza,41.66619873,-1.04155004
Sevilla Airport,세빌리아 산 파블로 공항,SVQ,LEZL,유럽,Europe/Madrid,Spain,스페인,Sevilla,37.41799927,-5.893109798
Calais - Dunkerque Airport,칼레덩케르크 공항,CQF,LFAC,유럽,Europe/Paris,France,프랑스,Calais / Dunkerque,50.96210098,1.954759955
Albert - Bray Airport,앨버트 브라이 공항,BYF,LFAQ,유럽,Europe/Paris,France,프랑스,Albert,49.9715004,2.697659969
Le Touquet-Paris-Plage Airport,르투켓 공항,LTQ,LFAT,유럽,Europe/Paris,France,프랑스,Le Touquet,50.51739883,1.620589972
Valenciennes-Denain Airport,발렌시아 - 데 네인 공항,XVS,LFAV,유럽,Europe/Paris,France,프랑스,Valenciennes,50.32580185,3.46126008
La Garenne Airport,라 가레나 공항,AGF,LFBA,유럽,Europe/Paris,France,프랑스,Agen,44.17470169,0.5905560255
Bordeaux - Merignac Airport,보르도 메리낙 공항,BOD,LFBD,유럽,Europe/Paris,France,프랑스,Bordeaux,44.82830048,-0.7155560255
Roumanires Airport,루마네레 공항,EGC,LFBE,유럽,Europe/Paris,France,프랑스,Bergerac,44.82529831,0.5186110139
Cognac - Chateaubernard Airport,코냐크 샤토버나드 공항,CNG,LFBG,유럽,Europe/Paris,France,프랑스,Cognac / Chateaubernard,45.65829849,-0.3174999952
Biard Airport,비어드 공항,PIS,LFBI,유럽,Europe/Paris,France,프랑스,Poitiers,46.58769989,0.3066659868
Gueret Airport,거렛 공항,MCU,LFBK,유럽,Europe/Paris,France,프랑스,Montlugon / Gueret,46.22259903,2.363960028
Limoges - Bellegarde Airport,리모주 벨가르드 공항,LIG,LFBL,유럽,Europe/Paris,France,프랑스,Limoges,45.8628006,1.179440022
Niort - Souche Airport,니오트 소슈 공항,NIT,LFBN,유럽,Europe/Paris,France,프랑스,Niort / Souche,46.313477,-0.394529
Pyrenees Airport,퓌레네 공항,PUF,LFBP,유럽,Europe/Paris,France,프랑스,Pau,43.38000107,-0.41861099
Tarbes-Ossun-Lourdes Airport,타르부 우순 루르드 국제공항,LDE,LFBT,유럽,Europe/Paris,France,프랑스,Lourdes,43.17869949,-0.006438999902
Brie-Champniers Airport,브리에 샹프니에 공항,ANG,LFBU,유럽,Europe/Paris,France,프랑스,Angouleme,45.72919846,0.2214560062
Brive / Souillac Airport,브리브 / 수이락 공항,BVE,LFSL,유럽,Europe/Paris,France,프랑스,Brive-la-Gaillarde,45.039722,1.485556
Perigueux - Bassillac Airport,페리그 공항,PGX,LFBX,유럽,Europe/Paris,France,프랑스,Perigueux,45.19810104,0.8155559897
Biarritz-Parme Airport,비아리츠 팜 공항,BIQ,LFBZ,유럽,Europe/Paris,France,프랑스,Biarritz,43.4683333,-1.5311111
Cahors Lalbenque Airport,카오르 공항,ZAO,LFCC,유럽,Europe/Paris,France,프랑스,Cahors / Lalbenque,44.35139847,1.475280046
Le Sequestre Airport,레 세퀘스트 공항,LBI,LFCI,유럽,Europe/Paris,France,프랑스,Albi / Le Sequestre,43.91389847,2.113059998
Mazamet Airport,마자메 공항,DCM,LFCK,유럽,Europe/Paris,France,프랑스,Castres / Mazamet,43.55630112,2.28918004
Marcillac Airport,마실략 공항,RDZ,LFCR,유럽,Europe/Paris,France,프랑스,Rodez,44.40790176,2.482670069
Medis Airport,메디 공항,RYN,LFCY,유럽,Europe/Paris,France,프랑스,Royan / Medis,45.62810135,-0.9725000262
Saint Agnant Airport,생 타그낭 공항,RCO,LFDN,유럽,Europe/Paris,France,프랑스,Rochefort / Saint-Agnant,45.88779831,-0.9830560088
Colmar-Houssen Airport,콜마르 후센 공항,CMR,LFGA,유럽,Europe/Paris,France,프랑스,Colmar,48.10990143,7.35901022
Dole Tavaux Airport,돌 타보 공항,DLE,LFGJ,유럽,Europe/Paris,France,프랑스,Dole,47.042686,5.435063
Vals-Lanas Airport,발 라나 공항,OBS,LFHO,유럽,Europe/Paris,France,프랑스,Aubenas / Ardeche Meridional,44.544203,4.372192
Loudes Airport,로드 공항,LPY,LFHP,유럽,Europe/Paris,France,프랑스,Le Puy-en-Velay,45.08069992,3.7628901
Metz Nancy Lorraine Airport,메스 낭시 로레인 공항,ETZ,LFJL,유럽,Europe/Paris,France,프랑스,Metz,48.98210144,6.251319885
Poretta Airport,포레타 공항,BIA,LFKB,유럽,Europe/Paris,France,프랑스,Bastia,42.55270004,9.483730316
Sainte Catherine Airport,생테 캐트린 공항,CLY,LFKC,유럽,Europe/Paris,France,프랑스,Calvi,42.5244444,8.7930556
Sud Corse Airport,쉬 코세 공항,FSC,LFKF,유럽,Europe/Paris,France,프랑스,Figari,41.50059891,9.097780228
Ajaccio Napoleon bonarparte Airportirport,아작시오 나폴레옹 보나파르트 공항,AJA,LFKJ,유럽,Europe/Paris,France,프랑스,Ajaccio,41.92359924,8.802920341
Auxerre Branches Airport,오세르 블랑슈 공항,AUF,LFLA,유럽,Europe/Paris,France,프랑스,Auxerre,47.85020065,3.49710989
Chambery Aix-les-Bains Airport,샹베리 액스레뱅 공항,CMF,LFLB,유럽,Europe/Paris,France,프랑스,Chambery,45.63809967,5.88022995
Clermont-Ferrand Auvergne Airport,클레몽 페랑 오베뉴 공항,CFE,LFLC,유럽,Europe/Paris,France,프랑스,Clermont-Ferrand,45.7867012,3.169169903
Bourges Airport,부르지스 공항,BOU,LFLD,유럽,Europe/Paris,France,프랑스,Bourges,47.05810165,2.370280027
Antoine de Saint-Exupery Airport,안트완 데 생떽쥐베리 공항,LYS,LFLL,유럽,Europe/Paris,France,프랑스,Lyon,45.725556,5.081111
Saint-Yan Airport,세인트 얀 공항,SYT,LFLN,유럽,Europe/Paris,France,프랑스,Saint-Yan,46.41249847,4.013259888
Renaison Airport,르네쏭 공항,RNE,LFLO,유럽,Europe/Paris,France,프랑스,Roanne / Renaison,46.05830002,4.00138998
Annecy-Meythe Airport,안시 메이스 공항,NCY,LFLP,유럽,Europe/Paris,France,프랑스,Annecy,45.9308333,6.1063889
Saint-Geoirs Airport,생 쥐아즈 공항,GNB,LFLS,유럽,Europe/Paris,France,프랑스,Grenoble,45.36289978,5.329370022
Chabeuil Airport,샤뵈이 공항,VAF,LFLU,유럽,Europe/Paris,France,프랑스,Valence,44.9216,4.9699
Vichy Charmeil Airport,비시 샤메이 공항,VHY,LFLV,유럽,Europe/Paris,France,프랑스,Vichy,46.16970062,3.403739929
Aurillac Airport,오리락 공항,AUR,LFLW,유럽,Europe/Paris,France,프랑스,Aurillac,44.89139938,2.421940088
Chateauroux-Deols Airport,샤토룩스 데올 공항,CHR,LFLX,유럽,Europe/Paris,France,프랑스,Chateauroux,46.860278,1.721111
Lyon Bron Airport,리옹 브롱 공항,LYN,LFLY,유럽,Europe/Paris,France,프랑스,Lyon,45.72719955,4.944270134
Mandelieu Airport,만델리 공항,CEQ,LFMD,유럽,Europe/Paris,France,프랑스,Cannes,43.542,6.95348
Saint Etienne - Boutheon Airport,상악타엔 부데온 공항,EBU,LFMH,유럽,Europe/Paris,France,프랑스,Saint-Etienne,45.54059982,4.296390057
Salvaza Airport,살바자 공항,CCF,LFMK,유럽,Europe/Paris,France,프랑스,Carcassonne,43.2159996,2.306319952
Provence Airport,프로방스 공항,MRS,LFML,유럽,Europe/Paris,France,프랑스,Marseille,43.43927192,5.221424103
Cote d Azur Airport,코트 다쥐르 공항,NCE,LFMN,유럽,Europe/Paris,France,프랑스,Nice,43.65840149,7.215869904
Rivesaltes Airport,리베살테 공항,PGF,LFMP,유럽,Europe/Paris,France,프랑스,Perpignan,42.74039841,2.87067008
Le Castellet Airport,르캐스텔렛 공항,CTT,LFMQ,유럽,Europe/Paris,France,프랑스,Castellet,43.25249863,5.785190105
Mediterranee Airport,메디테라니 공항,MPL,LFMT,유럽,Europe/Paris,France,프랑스,Montpellier,43.57619858,3.963010073
Beziers-Vias Airport,베이지에르 비어스 공항,BZR,LFMU,유럽,Europe/Paris,France,프랑스,Beziers,43.32350159,3.353899956
Avignon-Caum Airport,아비뇽 코움 공항,AVN,LFMV,유럽,Europe/Paris,France,프랑스,Avignon,43.90729904,4.901830196
Beauvais Airport,보배 공항,BVA,LFOB,유럽,Europe/Paris,France,프랑스,Beauvais,49.45439911,2.112780094
Octeville Airport,옥테빌르 공항,LEH,LFOH,유럽,Europe/Paris,France,프랑스,Le Havre,49.53390121,0.08805599809
Orleans Bricy Airport,오를레앙 브리시 공항,ORE,LFOJ,유럽,Europe/Paris,France,프랑스,Orleans / Saint-Denis-de-lHotel,47.9878006,1.760560036
Chalons Vatry Airport,샬롱 배트리 공항,XCR,LFOK,유럽,Europe/Paris,France,프랑스,Vatry,48.77333333,4.206111111
Vallee de Seine Airport,발레 드 세느 공항,URO,LFOP,유럽,Europe/Paris,France,프랑스,Rouen,49.38420105,1.174800038
Tours Val de Loire Airport,투르 발 드 르와 공항,TUF,LFOT,유럽,Europe/Paris,France,프랑스,Tours,47.43220139,0.7276059985
Cholet Le Pontreau Airport,쵸렛 르 폰트로 공항,CET,LFOU,유럽,Europe/Paris,France,프랑스,Cholet / Le Pontreau,47.08209991,-0.8770639896
Laval Entrammes Airport,라발 앙트램스 공항,LVA,LFOV,유럽,Europe/Paris,France,프랑스,Laval / Entrammes,48.03139877,-0.7429860234
Le Bourget Airport,르부르제 공항,LBG,LFPB,유럽,Europe/Paris,France,프랑스,Paris / Le Bourget,48.9693985,2.441390038
Charles De Gaulle Airport,샤를 드 골 공항,CDG,LFPG,유럽,Europe/Paris,France,프랑스,Paris,49.012798,2.55
Toussus-le-Noble Airport,투수스르보블 르 노블 공항,TNF,LFPN,유럽,Europe/Paris,France,프랑스,Toussus-le-Noble,48.75189972,2.106189966
Orly Airport,오를리 공항,ORY,LFPO,유럽,Europe/Paris,France,프랑스,Paris,48.7233333,2.3794444
Cergy Pontoise Airport,세르지 퐁트와즈 공항,POX,LFPT,유럽,Europe/Paris,France,프랑스,Pontoise,49.096667,2.040833
Nevers Fourchambault Airport,네버스 포쉠볼트 공항,NVS,LFQG,유럽,Europe/Paris,France,프랑스,Nevers,47.00260162,3.113329887
Maubeuge Elesmes Airport,모뵈주 엘레스메 공항,XME,LFQJ,유럽,Europe/Paris,France,프랑스,Maubeuge / Elesmes,50.3105011,4.033120155
Lesquin Airport,레스킨 공항,LIL,LFQQ,유럽,Europe/Paris,France,프랑스,Lille,50.563332,3.086886
Merville Calonne Airport,메르빌 칼론 공항,HZB,LFQT,유럽,Europe/Paris,France,프랑스,Merville / Calonne,50.61840057,2.642240047
Guipavas Airport,구이파바스 공항,BES,LFRB,유럽,Europe/Paris,France,프랑스,Brest,48.44789886,-4.418540001
Maupertus Airport,모페르투스 공항,CER,LFRC,유럽,Europe/Paris,France,프랑스,Cherbourg,49.65010071,-1.470280051
Pleurtuit Airport,플뢰르튀트 공항,DNR,LFRD,유럽,Europe/Paris,France,프랑스,Dinard,48.58769989,-2.079960108
La Baule - Escoublac,라볼 에스쿠블랑 공항,LBY,LFRE,유럽,Europe/Paris,France,프랑스,La Baule-Escoublac,47.28939819,-2.346390009
Granville Airport,그랜빌 공항,GFR,LFRF,유럽,Europe/Paris,France,프랑스,Granville / Mont Saint-Michel,48.8830986,-1.564170003
St Gatien Airport,생 가티엥 공항,DOL,LFRG,유럽,Europe/Paris,France,프랑스,Deauville,49.36529922,0.1543059945
Lann Bihoue Airport,란 비호웨 공항,LRT,LFRH,유럽,Europe/Paris,France,프랑스,Lorient,47.76060104,-3.440000057
Les Ajoncs Airport,레 아종크,EDM,LFRI,유럽,Europe/Paris,France,프랑스,La Roche-sur-Yon / Les Ajoncs,46.70190048,-1.378630042
Carpiquet Airport,카르피께 공항,CFR,LFRK,유럽,Europe/Paris,France,프랑스,Caen,49.1733017,-0.4499999881
Arnage Airport,아르나쥐 공항,LME,LFRM,유럽,Europe/Paris,France,프랑스,Arnage,47.94860077,0.2016669959
Saint Jacques Airport,생 쟈크 공항,RNS,LFRN,유럽,Europe/Paris,France,프랑스,Rennes,48.06949997,-1.734789968
Servel Airport,세르벨 공항,LAI,LFRO,유럽,Europe/Paris,France,프랑스,Lannion,48.754398,-3.47166
Quimper Pluguffan Airport,큄퍼 플러구팽 공항,UIP,LFRQ,유럽,Europe/Paris,France,프랑스,Quimper,47.97499847,-4.167789936
Atlantique Airport,아틀란티끄 공항,NTE,LFRS,유럽,Europe/Paris,France,프랑스,Nantes,47.15319824,-1.610730052
Armor Airport,아머 공항,SBK,LFAZ,유럽,Europe/Paris,France,프랑스,Saint-Brieuc,48.5378,-2.85444
Morlaix Ploujean Airport,모리아이스 플루쟁 공항,MXN,LFRU,유럽,Europe/Paris,France,프랑스,Morlaix / Ploujean,48.60319901,-3.815779924
Meucon Airport,뫼숑 공항,VNE,LFRV,유럽,Europe/Paris,France,프랑스,Vannes,47.72330093,-2.71855998
St Nazaire Montoir Airport,생나제르 몽트와 공항,SNR,LFRZ,유럽,Europe/Paris,France,프랑스,Saint-Nazaire,47.3105556,-2.1566667
EuroAirport Basel-Mulhouse-Freiburg,유로공항,BSL,LFSB,유럽,Europe/Paris,Switzerland,스위스,Basel,47.59,7.5291667
Dijon longvic Airport,디종 롱빅 공항,DIJ,LFSD,유럽,Europe/Paris,France,프랑스,Dijon,47.268902,5.09
Mirecourt Airport,미레쿠 공항,EPL,LFSG,유럽,Europe/Paris,France,프랑스,Vosges,48.325001,6.06998
Nancy Essey Airport,낭시 에시 공항,ENC,LFSN,유럽,Europe/Paris,France,프랑스,Nancy,48.69210052,6.230460167
Reims Champagne Airport,랭스 샴페인 공항,RHE,LFSR,유럽,Europe/Paris,France,프랑스,Reims,49.310001,4.05
Entzheim Airport,앙쯔하임 공항,SXB,LFST,유럽,Europe/Paris,France,프랑스,Strasbourg,48.53829956,7.628230095
Toulon Hyeres Airport,툴롱 예르 공항,TLN,LFTH,유럽,Europe/Paris,France,프랑스,Toulon,43.09730148,6.146029949
Nimes-Arles-Camargue-Cevennes Airport,님 아를 카마규 공항,FNI,LFTW,유럽,Europe/Paris,France,프랑스,Nimes,43.75740051,4.416349888
Miquelon Airport,미끌롱 공항,MQC,LFVM,북미,America/Miquelon,Saint Pierre and Miquelon,생피에르미클롱,MIQUELON ISLAND,47.09550095,-56.38029861
Saint Pierre Airport,생 피에르 공항,FSP,LFVP,북미,America/Miquelon,Saint Pierre and Miquelon,생피에르미클롱,Saint-Pierre Pointe Blanche,46.76290131,-56.17309952
Demokritos Airport,데모크리토스 공항,AXD,LGAL,유럽,Europe/Athens,Greece,그리스,Alexandroupolis,40.85589981,25.95630074
Nea Anchialos Airport,네아 안키알로스 공항,VOL,LGBL,유럽,Europe/Athens,Greece,그리스,Volos,39.21960068,22.79430008
Omiros Airport,오미로스 공항,JKH,LGHI,유럽,Europe/Athens,Greece,그리스,Chios,38.34320068,26.1406002
King Pyrros Airport,킹 피로스 공항,IOA,LGIO,유럽,Europe/Athens,Greece,그리스,Ioannina,39.69639969,20.82250023
N. Kazantzakis Airport,니코스 카잔카키스 공항,HER,LGIR,유럽,Europe/Athens,Greece,그리스,Heraklion,35.33969879,25.18029976
Aristotelis Airport,아리스토텔스 공항,KSO,LGKA,유럽,Europe/Athens,Greece,그리스,Kastoria,40.44630051,21.28219986
Kithira Island National Airport,키시라 아일랜드 내셔널 공항,KIT,LGKC,유럽,Europe/Athens,Greece,그리스,Kithira,36.27429962,23.0170002
Kefalonia Island International Airport,케팔로니아 아일랜드 국제공항,EFL,LGKF,유럽,Europe/Athens,Greece,그리스,Kefallinia,38.12009811,20.50049973
Kalamata International Airport,칼라마타 국제공항,KLX,LGKL,유럽,Europe/Athens,Greece,그리스,Kalamata,37.06829834,22.02549934
Ippokratis International Airport,히포크라테스 국제공항,KGS,LGKO,유럽,Europe/Athens,Greece,그리스,Kos,36.79330063,27.0916996
Karpathos Island National Airport,카파토스 아일랜드 내셔널 공항,AOK,LGKP,유럽,Europe/Athens,Greece,그리스,Karpathos,35.42139816,27.14599991
Corfu International Airport,코르푸 국제공항,CFU,LGKR,유럽,Europe/Athens,Greece,그리스,Kerkyra,39.60189819,19.9116993
Kassos Island Public Airport,카소스 아일랜드 퍼블릭 공항,KSJ,LGKS,유럽,Europe/Athens,Greece,그리스,Kasos,35.42139816,26.90999985
Kavala International Airport,카발라 국제공항,KVA,LGKV,유럽,Europe/Athens,Greece,그리스,Kavala,40.91329956,24.61919975
Philippos Airport,필리포스 공항,KZI,LGKZ,유럽,Europe/Athens,Greece,그리스,Kozani,40.28609848,21.84079933
Leros Airport,레로스 공항,LRS,LGLE,유럽,Europe/Athens,Greece,그리스,Leros,37.184898,26.800301
Lemnos International Airport,레노스 국제공항,LXS,LGLM,유럽,Europe/Athens,Greece,그리스,Limnos,39.917099,25.23629951
Mykonos Island National Airport,미코노스 아일랜드 내셔널 공항,JMK,LGMK,유럽,Europe/Athens,Greece,그리스,Mikonos,37.43510056,25.34810066
Mytilene International Airport,미틸렌 국제공항,MJT,LGMT,유럽,Europe/Athens,Greece,그리스,Mytilene,39.05670166,26.59830093
Aktion Airport,악티온 공항,PVK,LGPZ,유럽,Europe/Athens,Greece,그리스,Preveza/Lefkas,38.92549896,20.76530075
Diagoras Airport,디아고라스 공항,RHO,LGRP,유럽,Europe/Athens,Greece,그리스,Rhodes,36.40539932,28.08620071
Araxos Airport,아락소스 공항,GPA,LGRX,유럽,Europe/Athens,Greece,그리스,Araxos/Patras,38.1511,21.4256
Ioannis Daskalogiannis,이오아니스 다스칼로지아니스,CHQ,LGSA,유럽,Europe/Athens,Greece,그리스,Chania,35.53170013,24.14970016
